date,condition,Start,Start_Frame,Stop,Stop_Frame,duration,subject,Behaviour,Value,trial
05/05/2021,teasing,178.1664221,5345,207.0663825,6212,28.89996033,Jurij,trial,1,1
05/05/2021,teasing,190.3664054,5711,202.5330554,6076,12.16664997,Jurij,sitting_laying_down,sitting_down,1
05/05/2021,teasing,194.8663992,5846,,,,Jurij,look_away,look_away,1
05/05/2021,teasing,203.4997207,6105,,,,Jurij,look_away,look_away,1
05/05/2021,teasing,204.6663858,6140,207.0663825,6212,2.399996706,Jurij,time_away,walk_away,1
05/05/2021,teasing,271.9329601,8158,303.8995829,9117,31.96662279,Jurij,trial,2,2
05/05/2021,teasing,282.5329455,8476,,,,Jurij,look_away,look_away,2
05/05/2021,teasing,286.5662733,8597,303.8995829,9117,17.33330954,Jurij,sitting_laying_down,sitting_down,2
05/05/2021,teasing,290.5329346,8716,,,,Jurij,look_away,look_away,2
05/05/2021,teasing,346.2328581,10387,377.4328153,11323,31.19995718,Jurij,trial,3,3
05/05/2021,teasing,358.0328419,10741,,,,Jurij,look_away,look_away,3
05/05/2021,teasing,361.2661708,10838,,,,Jurij,look_away,look_away,3
05/05/2021,teasing,365.7328314,10972,,,,Jurij,look_away,look_away,3
05/05/2021,teasing,367.6994953,11031,377.4328153,11323,9.733319974,Jurij,time_away,walk_away,3
05/05/2021,teasing,422.1994205,12666,454.9327089,13648,32.73328841,Jurij,trial,4,4
05/05/2021,teasing,434.1327375,13024,454.9327089,13648,20.79997145,Jurij,sitting_laying_down,sitting_down,4
05/05/2021,teasing,434.8660698,13046,,,,Jurij,look_away,look_away,4
05/05/2021,blocked,52.59990481,1578,82.16651797,2465,29.56661316,Jurij,trial,1,1
05/05/2021,blocked,70.16653969,2105,82.16651797,2465,11.99997828,Jurij,sitting_laying_down,sitting_down,1
05/05/2021,blocked,136.7997524,4104,170.1330254,5104,33.33327301,Jurij,trial,2,2
05/05/2021,blocked,158.7997126,4764,170.1330254,5104,11.33331282,Jurij,sitting_laying_down,sitting_down,2
05/05/2021,blocked,214.1329458,6424,243.2995597,7299,29.16661388,Jurij,trial,3,3
05/05/2021,blocked,295.466132,8864,327.9660731,9839,32.49994119,Jurij,trial,4,4
05/05/2021,clumsy,51.73333333,1552,82.83333333,2485,31.1,Jurij,trial,1,1
05/05/2021,clumsy,125.3,3759,159.8,4794,34.5,Jurij,trial,2,2
05/05/2021,clumsy,209.9,6297,240.0666667,7202,30.16666667,Jurij,trial,3,3
05/05/2021,clumsy,280.3666667,8411,314.2333333,9427,33.86666667,Jurij,trial,4,4
05/05/2021,clumsy,296.9,8907,,,,Jurij,look_away,look_away,4
03/05/2021,teasing,61.76654527,1853,88.69982567,2661,26.9332804,Charly5,trial,1,1
03/05/2021,teasing,80.83317446,2425,,,,Charly5,look_away,look_away,1
03/05/2021,teasing,85.39983215,2562,88.33315972,2650,2.933327568,Charly5,misc,pawing,1
03/05/2021,teasing,128.4664142,3854,160.3663515,4811,31.8999373,Charly5,trial,2,2
03/05/2021,teasing,134.1330697,4024,136.5997315,4098,2.466661819,Charly5,misc,pawing,2
03/05/2021,teasing,196.4329473,5893,229.0328832,6871,32.59993593,Charly5,trial,3,3
03/05/2021,teasing,204.0995989,6123,206.4662609,6194,2.366662015,Charly5,misc,pawing,3
03/05/2021,teasing,215.5995763,6468,219.3995688,6582,3.799992531,Charly5,misc,pawing,3
03/05/2021,teasing,224.2328926,6727,226.6662212,6800,2.433328551,Charly5,misc,pawing,3
03/05/2021,teasing,268.0328065,8041,303.2327374,9097,35.19993082,Charly5,trial,4,4
03/05/2021,teasing,290.866095,8726,294.232755,8827,3.36666005,Charly5,time_away,walk_away,4
03/05/2021,clumsy,47.99999717,1440,79.06666201,2372,31.06666484,Charly5,trial,1,1
03/05/2021,clumsy,71.73332911,2152,73.86666232,2216,2.133333208,Charly5,misc,pawing,1
03/05/2021,clumsy,74.96666225,2249,76.09999552,2283,1.133333267,Charly5,misc,pawing,1
03/05/2021,clumsy,142.4999916,4275,174.9999897,5250,32.49999809,Charly5,trial,2,2
03/05/2021,clumsy,159.5333239,4786,162.6333238,4879,3.099999817,Charly5,misc,pawing,2
03/05/2021,clumsy,225.8999867,6777,264.2333178,7927,38.33333108,Charly5,trial,3,3
03/05/2021,clumsy,237.8666527,7136,239.6666525,7190,1.799999894,Charly5,misc,pawing,3
03/05/2021,clumsy,240.0666525,7202,241.2333191,7237,1.166666598,Charly5,misc,pawing,3
03/05/2021,clumsy,299.666649,8990,328.9999806,9870,29.33333161,Charly5,trial,4,4
03/05/2021,clumsy,307.2333152,9217,309.1666485,9275,1.933333219,Charly5,misc,pawing,4
03/05/2021,clumsy,313.4333149,9403,315.8999814,9477,2.466666521,Charly5,misc,pawing,4
03/05/2021,clumsy,320.7333144,9622,322.199981,9666,1.46666658,Charly5,misc,pawing,4
03/05/2021,blocked,60.03326997,1801,90.89990406,2727,30.86663409,Charly5,trial,1,1
03/05/2021,blocked,64.06659905,1922,67.49992876,2025,3.43332971,Charly5,misc,pawing,1
03/05/2021,blocked,69.09992707,2073,72.1665905,2165,3.06666343,Charly5,misc,pawing,1
03/05/2021,blocked,76.79991894,2304,79.93324897,2398,3.133330026,Charly5,misc,pawing,1
03/05/2021,blocked,145.6331796,4369,179.0664777,5372,33.43329805,Charly5,trial,2,2
03/05/2021,blocked,148.8331763,4465,150.7331742,4522,1.899997995,Charly5,misc,pawing,2
03/05/2021,blocked,156.7998345,4704,159.0331655,4771,2.233330976,Charly5,misc,pawing,2
03/05/2021,blocked,163.6664939,4910,166.3998244,4992,2.733330448,Charly5,misc,pawing,2
03/05/2021,blocked,209.1331126,6274,241.3330786,7240,32.19996602,Charly5,trial,3,3
03/05/2021,blocked,212.2331093,6367,213.2331083,6397,0.999998945,Charly5,misc,pawing,3
03/05/2021,blocked,218.233103,6547,221.5330995,6646,3.299996517,Charly5,misc,pawing,3
03/05/2021,blocked,239.0997476,7173,241.3330786,7240,2.233330976,Charly5,misc,pawing,3
03/05/2021,blocked,265.3663866,7961,302.2663476,9068,36.89996105,Charly5,trial,4,4
03/05/2021,blocked,294.9663554,8849,298.5330183,8956,3.566662902,Charly5,misc,pawing,4
04/05/2021,blocked,40.59990711,1218,74.83316213,2245,34.23325501,Kiwi,trial,1,1
04/05/2021,blocked,59.43319736,1783,59.89986296,1797,0.466665599,Kiwi,sitting_laying_down,sitting_down,1
04/05/2021,blocked,65.5331834,1966,66.26651506,1988,0.733331656,Kiwi,sitting_laying_down,sitting_down,1
04/05/2021,blocked,105.5997584,3168,136.3663547,4091,30.76659628,Kiwi,trial,2,2
04/05/2021,blocked,108.9997506,3270,109.566416,3287,0.56666537,Kiwi,sitting_laying_down,front_down,2
04/05/2021,blocked,117.1663986,3515,117.4330647,3523,0.266666057,Kiwi,misc,pawing,2
04/05/2021,blocked,119.9997255,3600,120.0330587,3601,0.033333257,Kiwi,sitting_laying_down,front_down,2
04/05/2021,blocked,119.9997255,3600,120.3663913,3611,0.366665828,Kiwi,misc,pawing,2
04/05/2021,blocked,123.6663837,3710,125.4663796,3764,1.799995882,Kiwi,sitting_laying_down,sitting_down,2
04/05/2021,blocked,128.1997067,3846,130.7997007,3924,2.599994052,Kiwi,time_away,walk_away,2
04/05/2021,blocked,128.1997067,3846,130.7997007,3924,2.599994052,Kiwi,misc,lateral_approach,2
04/05/2021,blocked,173.6662693,5210,201.2328729,6037,27.5666036,Kiwi,trial,3,3
04/05/2021,blocked,176.5662627,5297,179.1662568,5375,2.599994052,Kiwi,time_away,walk_away,3
04/05/2021,blocked,176.5662627,5297,179.1662568,5375,2.599994052,Kiwi,misc,lateral_approach,3
04/05/2021,blocked,184.1329121,5524,190.7995635,5724,6.666651414,Kiwi,time_away,walk_away,3
04/05/2021,blocked,184.1329121,5524,190.7995635,5724,6.666651414,Kiwi,misc,lateral_approach,3
04/05/2021,blocked,200.2662085,6008,201.2328729,6037,0.966664455,Kiwi,time_away,walk_away,3
04/05/2021,blocked,200.2662085,6008,201.2328729,6037,0.966664455,Kiwi,misc,lateral_approach,3
04/05/2021,blocked,247.532767,7426,278.7326956,8362,31.19992862,Kiwi,trial,4,4
04/05/2021,blocked,257.0327453,7711,259.9660719,7799,2.933326622,Kiwi,time_away,walk_away,4
04/05/2021,blocked,257.0327453,7711,259.9660719,7799,2.933326622,Kiwi,misc,lateral_approach,4
04/05/2021,blocked,273.6660406,8210,276.5993672,8298,2.933326622,Kiwi,sitting_laying_down,sitting_down,4
04/05/2021,blocked,273.6660406,8210,276.5993672,8298,2.933326622,Kiwi,time_away,walk_away,4
04/05/2021,clumsy,46.83332963,1405,81.73332687,2452,34.89999724,Kiwi,trial,1,1
04/05/2021,clumsy,104.5999917,3138,137.3999891,4122,32.79999741,Kiwi,trial,2,2
04/05/2021,clumsy,158.6999875,4761,190.4333183,5713,31.73333083,Kiwi,trial,3,3
04/05/2021,clumsy,211.8333166,6355,244.733314,7342,32.8999974,Kiwi,trial,4,4
04/05/2021,clumsy,231.633315,6949,231.7999817,6954,0.166666653,Kiwi,sitting_laying_down,front_down,4
04/05/2021,clumsy,243.8999807,7317,244.733314,7342,0.833333267,Kiwi,time_away,walk_away,4
04/05/2021,clumsy,243.8999807,7317,244.733314,7342,0.833333267,Kiwi,misc,lateral_approach,4
04/05/2021,teasing,47.63327178,1429,82.1332272,2464,34.49995542,Kiwi,trial,1,1
04/05/2021,teasing,76.9999005,2310,77.3332334,2320,0.333332903,Kiwi,time_away,walk_away,1
04/05/2021,teasing,78.99989791,2370,79.43323068,2383,0.433332773,Kiwi,time_away,walk_away,1
04/05/2021,teasing,81.06656191,2432,82.1332272,2464,1.066665288,Kiwi,time_away,walk_away,1
04/05/2021,teasing,113.6331865,3409,144.0664805,4322,30.43329401,Kiwi,trial,2,2
04/05/2021,teasing,134.2664932,4028,135.5998248,4068,1.33333161,Kiwi,misc,pawing,2
04/05/2021,teasing,169.2664479,5078,200.8664071,6026,31.59995916,Kiwi,trial,3,3
04/05/2021,teasing,187.6997574,5631,188.3664232,5651,0.666665805,Kiwi,sitting_laying_down,front_down,3
04/05/2021,teasing,189.9664212,5699,191.2330862,5737,1.26666503,Kiwi,misc,pawing,3
04/05/2021,teasing,195.0664146,5852,197.0330787,5911,1.966664125,Kiwi,misc,pawing,3
04/05/2021,teasing,223.5330445,6706,253.4996724,7605,29.96662794,Kiwi,trial,4,4
04/05/2021,teasing,232.3330331,6970,236.6330275,7099,4.299994443,Kiwi,time_away,walk_away,4
04/05/2021,teasing,245.3663496,7361,250.7663426,7523,5.399993022,Kiwi,time_away,walk_away,4
04/05/2021,teasing,251.8663412,7556,251.9996743,7560,0.133333161,Kiwi,sitting_laying_down,front_down,4
04/05/2021,teasing,252.2330074,7567,253.4996724,7605,1.26666503,Kiwi,time_away,walk_away,4
04/05/2021,teasing,252.3663405,7571,253.4996724,7605,1.133331869,Kiwi,sitting_laying_down,sitting_down,4
04/05/2021,teasing,30.26666667,908,64.56666667,1937,34.3,Blue3,trial,1,1
04/05/2021,teasing,37.4,1122,45.63333333,1369,8.233333333,Blue3,sitting_laying_down,sitting_down,1
04/05/2021,teasing,45.63333333,1369,64.56666667,1937,18.93333333,Blue3,sitting_laying_down,laying_down,1
04/05/2021,teasing,87.9,2637,120.9,3627,33,Blue3,trial,2,2
04/05/2021,teasing,98.76666667,2963,,,,Blue3,look_away,look_away,2
04/05/2021,teasing,99.33333333,2980,110,3300,10.66666667,Blue3,time_away,walk_away,2
04/05/2021,teasing,111,3330,,,,Blue3,look_away,look_away,2
04/05/2021,teasing,111.2,3336,120.9,3627,9.7,Blue3,time_away,walk_away,2
04/05/2021,teasing,144.3,4329,177.7,5331,33.4,Blue3,trial,3,3
04/05/2021,teasing,149.7333333,4492,177.7,5331,27.96666667,Blue3,sitting_laying_down,sitting_down,3
04/05/2021,teasing,164.9666667,4949,177.7,5331,12.73333333,Blue3,time_away,walk_away,3
04/05/2021,teasing,175.2333333,5257,,,,Blue3,look_away,look_away,3
04/05/2021,teasing,199.4333333,5983,232.4333333,6973,33,Blue3,trial,4,4
04/05/2021,teasing,204.6333333,6139,231.8,6954,27.16666667,Blue3,sitting_laying_down,sitting_down,4
04/05/2021,teasing,232.2666667,6968,232.4333333,6973,0.166666667,Blue3,sitting_laying_down,sitting_down,4
04/05/2021,clumsy,47.03321511,1411,83.16645761,2495,36.1332425,Blue3,trial,1,1
04/05/2021,clumsy,107.4997298,3225,141.8663101,4256,34.36658028,Blue3,trial,2,2
04/05/2021,clumsy,121.8663603,3656,141.8663101,4256,19.99994973,Blue3,sitting_laying_down,sitting_down,2
04/05/2021,clumsy,122.7996913,3684,141.8663101,4256,19.06661874,Blue3,time_away,walk_away,2
04/05/2021,clumsy,164.8995855,4947,196.6661723,5900,31.76658681,Blue3,trial,3,3
04/05/2021,clumsy,217.0994543,6513,248.0660431,7442,30.96658883,Blue3,trial,4,4
04/05/2021,clumsy,231.1660856,6935,,,,Blue3,look_away,look_away,4
04/05/2021,clumsy,236.566072,7097,,,,Blue3,look_away,look_away,4
04/05/2021,clumsy,243.1327222,7294,248.0660431,7442,4.933320932,Blue3,sitting_laying_down,sitting_down,4
04/05/2021,blocked,35.5,1065,65.73333333,1972,30.23333333,Blue3,trial,1,1
04/05/2021,blocked,43.33333333,1300,45.23333333,1357,1.9,Blue3,time_away,walk_away,1
04/05/2021,blocked,43.33333333,1300,45.23333333,1357,1.9,Blue3,misc,lateral_approach,1
04/05/2021,blocked,55.76666667,1673,58.06666667,1742,2.3,Blue3,misc,lateral_approach,1
04/05/2021,blocked,56.46666667,1694,58.36666667,1751,1.9,Blue3,time_away,walk_away,1
04/05/2021,blocked,60.46666667,1814,,,,Blue3,look_away,look_away,1
04/05/2021,blocked,85.43333333,2563,115.8666667,3476,30.43333333,Blue3,trial,2,2
04/05/2021,blocked,89.9,2697,107.9,3237,18,Blue3,sitting_laying_down,sitting_down,2
04/05/2021,blocked,103.3333333,3100,,,,Blue3,look_away,look_away,2
04/05/2021,blocked,106.5,3195,107.8333333,3235,1.333333333,Blue3,time_away,walk_away,2
04/05/2021,blocked,109.3,3279,115.8666667,3476,6.566666667,Blue3,sitting_laying_down,sitting_down,2
04/05/2021,blocked,138.5666667,4157,170.0333333,5101,31.46666667,Blue3,trial,3,3
04/05/2021,blocked,141.9666667,4259,170.0333333,5101,28.06666667,Blue3,sitting_laying_down,sitting_down,3
04/05/2021,blocked,158.9,4767,,,,Blue3,look_away,look_away,3
04/05/2021,blocked,195.7,5871,225.5666667,6767,29.86666667,Blue3,trial,4,4
04/05/2021,blocked,201.4666667,6044,203.0333333,6091,1.566666667,Blue3,time_away,walk_away,4
04/05/2021,blocked,201.4666667,6044,203.0333333,6091,1.566666667,Blue3,misc,lateral_approach,4
04/05/2021,blocked,204.2333333,6127,,,,Blue3,look_away,look_away,4
04/05/2021,blocked,205.6333333,6169,206.5333333,6196,0.9,Blue3,time_away,walk_away,4
04/05/2021,blocked,212.2333333,6367,214.4666667,6434,2.233333333,Blue3,misc,lateral_approach,4
04/05/2021,blocked,212.5,6375,225.5666667,6767,13.06666667,Blue3,time_away,walk_away,4
04/05/2021,blocked,214.3666667,6431,,,,Blue3,look_away,look_away,4
04/05/2021,teasing,37.96661283,1139,68.73323587,2062,30.76662304,Navy,trial,1,1
04/05/2021,teasing,50.56659496,1517,52.29992584,1569,1.733330875,Navy,time_away,walk_away,1
04/05/2021,teasing,55.29992159,1659,58.53325033,1756,3.233328748,Navy,sitting_laying_down,sitting_down,1
04/05/2021,teasing,55.4999213,1665,58.29991733,1749,2.79999603,Navy,time_away,walk_away,1
04/05/2021,teasing,59.0999162,1773,60.59991407,1818,1.499997873,Navy,sitting_laying_down,front_down,1
04/05/2021,teasing,62.29991166,1869,65.36657398,1961,3.066662318,Navy,sitting_laying_down,sitting_down,1
04/05/2021,teasing,85.43321219,2563,115.4331697,3463,29.99995746,Navy,trial,2,2
04/05/2021,teasing,104.4331852,3133,105.1331843,3154,0.699999007,Navy,sitting_laying_down,front_down,2
04/05/2021,teasing,108.9998454,3270,109.9665107,3299,0.966665296,Navy,sitting_laying_down,sitting_down,2
04/05/2021,teasing,110.9665093,3329,113.5331723,3406,2.566663027,Navy,sitting_laying_down,sitting_down,2
04/05/2021,teasing,112.3998406,3372,113.3998392,3402,0.999998582,Navy,time_away,walk_away,2
04/05/2021,teasing,137.0664723,4112,168.5997609,5058,31.53328862,Navy,trial,3,3
04/05/2021,teasing,146.1664594,4385,146.2664593,4388,0.099999858,Navy,time_away,walk_away,3
04/05/2021,teasing,157.9331094,4738,158.5331085,4756,0.599999149,Navy,sitting_laying_down,front_down,3
04/05/2021,teasing,162.2664366,4868,162.6331027,4879,0.366666147,Navy,sitting_laying_down,front_down,3
04/05/2021,teasing,194.0663915,5822,229.9996739,6900,35.93328238,Navy,trial,4,4
04/05/2021,teasing,207.5663723,6227,208.5997042,6258,1.033331868,Navy,sitting_laying_down,front_down,4
04/05/2021,teasing,222.8330174,6685,223.2996834,6699,0.466666005,Navy,sitting_laying_down,front_down,4
04/05/2021,teasing,224.2996819,6729,224.5330149,6736,0.233333002,Navy,sitting_laying_down,front_down,4
04/05/2021,teasing,224.7663479,6743,225.1996807,6756,0.433332719,Navy,sitting_laying_down,sitting_down,4
04/05/2021,blocked,27.76666418,833,52.83332861,1585,25.06666442,Navy,trial,1,1
04/05/2021,blocked,29.73333067,892,30.1999973,906,0.466666625,Navy,time_away,walk_away,1
04/05/2021,blocked,35.49999682,1065,36.16666343,1085,0.666666607,Navy,time_away,walk_away,1
04/05/2021,blocked,73.53332675,2206,106.1666572,3185,32.63333041,Navy,trial,2,2
04/05/2021,blocked,80.39999281,2412,81.19999273,2436,0.799999928,Navy,sitting_laying_down,front_down,2
04/05/2021,blocked,85.9999923,2580,86.56665892,2597,0.566666616,Navy,time_away,walk_away,2
04/05/2021,blocked,91.49999181,2745,96.23332472,2887,4.73333291,Navy,misc,lateral_approach,2
04/05/2021,blocked,91.69999179,2751,96.66665802,2900,4.966666222,Navy,time_away,walk_away,2
04/05/2021,blocked,99.36665778,2981,106.1666572,3185,6.799999392,Navy,misc,lateral_approach,2
04/05/2021,blocked,99.99999105,3000,106.1666572,3185,6.166666115,Navy,time_away,walk_away,2
04/05/2021,blocked,125.6333221,3769,156.399986,4692,30.76666391,Navy,trial,3,3
04/05/2021,blocked,132.9666548,3989,,,,Navy,look_away,look_away,3
04/05/2021,blocked,133.6666547,4010,140.1999875,4206,6.533332749,Navy,time_away,walk_away,3
04/05/2021,blocked,136.4666545,4094,138.9666542,4169,2.499999776,Navy,sitting_laying_down,sitting_down,3
04/05/2021,blocked,142.2999873,4269,148.2999867,4449,5.999999463,Navy,misc,lateral_approach,3
04/05/2021,blocked,142.4333206,4273,148.5666534,4457,6.133332785,Navy,time_away,walk_away,3
04/05/2021,blocked,154.8999861,4647,,,,Navy,look_away,look_away,3
04/05/2021,blocked,155.4333194,4663,156.399986,4692,0.96666658,Navy,sitting_laying_down,laying_down,3
04/05/2021,blocked,156.1666527,4685,156.399986,4692,0.233333312,Navy,time_away,walk_away,3
04/05/2021,blocked,180.1333172,5404,213.3333142,6400,33.19999703,Navy,trial,4,4
04/05/2021,blocked,192.0999828,5763,192.9666494,5789,0.866666589,Navy,time_away,walk_away,4
04/05/2021,blocked,192.3666495,5771,193.2666494,5798,0.899999919,Navy,sitting_laying_down,sitting_down,4
04/05/2021,blocked,193.2666494,5798,193.933316,5818,0.666666607,Navy,sitting_laying_down,laying_down,4
04/05/2021,blocked,198.2999823,5949,198.7999822,5964,0.499999955,Navy,time_away,walk_away,4
04/05/2021,blocked,208.0999814,6243,209.7333146,6292,1.633333187,Navy,sitting_laying_down,front_down,4
04/05/2021,clumsy,30.73333091,922,68.0666613,2042,37.33333039,Navy,trial,1,1
04/05/2021,clumsy,91.99999274,2760,121.3666571,3641,29.36666435,Navy,trial,2,2
04/05/2021,clumsy,150.2666548,4508,181.6666523,5450,31.39999752,Navy,trial,3,3
04/05/2021,clumsy,204.7333172,6142,243.2333141,7297,38.49999696,Navy,trial,4,4
04/05/2021,teasing,50.73322406,1522,86.89981283,2607,36.16658877,Ava,trial,1,1
04/05/2021,teasing,60.43320317,1813,60.63320274,1819,0.199999569,Ava,time_away,walk_away,1
04/05/2021,teasing,64.86652696,1946,65.53319219,1966,0.666665231,Ava,time_away,walk_away,1
04/05/2021,teasing,64.89986022,1947,65.53319219,1966,0.633331969,Ava,misc,lateral_approach,1
04/05/2021,teasing,115.1997519,3456,146.0996853,4383,30.89993345,Ava,trial,2,2
04/05/2021,teasing,135.733041,4072,136.0997069,4083,0.366665877,Ava,time_away,walk_away,2
04/05/2021,teasing,178.3996158,5352,209.4662155,6284,31.06659975,Ava,trial,3,3
04/05/2021,teasing,184.2329365,5527,185.4329339,5563,1.199997415,Ava,time_away,walk_away,3
04/05/2021,teasing,244.1661408,7325,272.999412,8190,28.83327123,Ava,trial,4,4
04/05/2021,teasing,251.0994592,7533,262.6661009,7880,11.56664175,Ava,time_away,walk_away,4
04/05/2021,teasing,261.4327703,7843,,,,Ava,look_away,look_away,4
04/05/2021,teasing,264.332764,7930,272.999412,8190,8.666648,Ava,sitting_laying_down,sitting_down,4
04/05/2021,teasing,266.5660925,7997,272.999412,8190,6.433319477,Ava,time_away,walk_away,4
04/05/2021,blocked,69.2665315,2078,102.1664673,3065,32.8999358,Ava,trial,1,1
04/05/2021,blocked,78.96651257,2369,83.1331711,2494,4.166658536,Ava,time_away,walk_away,1
04/05/2021,blocked,79.13317891,2374,83.1331711,2494,3.999992194,Ava,misc,lateral_approach,1
04/05/2021,blocked,85.93316564,2578,86.36649813,2591,0.433332488,Ava,misc,pawing,1
04/05/2021,blocked,94.13314964,2824,102.1664673,3065,8.033317657,Ava,time_away,walk_away,1
04/05/2021,blocked,94.13314964,2824,102.1664673,3065,8.033317657,Ava,misc,lateral_approach,1
04/05/2021,blocked,140.6663922,4220,174.1329935,5224,33.46660136,Ava,trial,2,2
04/05/2021,blocked,144.1663853,4325,145.0663836,4352,0.899998244,Ava,misc,pawing,2
04/05/2021,blocked,146.6997137,4401,147.6330452,4429,0.933331512,Ava,misc,pawing,2
04/05/2021,blocked,148.1330443,4444,151.0663719,4532,2.933327609,Ava,misc,pawing,2
04/05/2021,blocked,155.6996962,4671,162.8996821,4887,7.199985949,Ava,misc,lateral_approach,2
04/05/2021,blocked,155.9663623,4679,162.8996821,4887,6.933319803,Ava,time_away,walk_away,2
04/05/2021,blocked,166.1330091,4984,174.1329935,5224,7.999984388,Ava,misc,lateral_approach,2
04/05/2021,blocked,166.2996755,4989,174.1329935,5224,7.833318047,Ava,time_away,walk_away,2
04/05/2021,blocked,212.7995847,6384,241.2328626,7237,28.43327785,Ava,trial,3,3
04/05/2021,blocked,225.0995607,6753,237.1328706,7114,12.03330985,Ava,time_away,walk_away,3
04/05/2021,blocked,225.4662267,6764,237.0995373,7113,11.63331063,Ava,misc,lateral_approach,3
04/05/2021,blocked,238.4995346,7155,241.2328626,7237,2.733327999,Ava,misc,lateral_approach,3
04/05/2021,blocked,238.6662009,7160,241.2328626,7237,2.566661658,Ava,time_away,walk_away,3
04/05/2021,blocked,272.3328019,8170,302.3327433,9070,29.99994146,Ava,trial,4,4
04/05/2021,blocked,272.3328019,8170,273.2661334,8198,0.933331512,Ava,time_away,walk_away,4
04/05/2021,blocked,272.3328019,8170,273.2661334,8198,0.933331512,Ava,misc,lateral_approach,4
04/05/2021,blocked,277.066126,8312,,,,Ava,look_away,look_away,4
04/05/2021,blocked,277.6327915,8329,302.3327433,9070,24.6999518,Ava,time_away,walk_away,4
04/05/2021,blocked,279.1661219,8375,302.3327433,9070,23.16662146,Ava,misc,lateral_approach,4
04/05/2021,clumsy,83.36666667,2501,115.2666667,3458,31.9,Ava,trial,1,1
04/05/2021,clumsy,154.4666667,4634,179.6,5388,25.13333333,Ava,trial,2,2
04/05/2021,clumsy,211.8,6354,239.4,7182,27.6,Ava,trial,3,3
04/05/2021,clumsy,221,6630,221.3333333,6640,0.333333333,Ava,misc,pawing,3
04/05/2021,clumsy,222.3666667,6671,224.6333333,6739,2.266666667,Ava,sitting_laying_down,front_down,3
04/05/2021,clumsy,226.2,6786,226.6,6798,0.4,Ava,sitting_laying_down,front_down,3
04/05/2021,clumsy,226.2666667,6788,226.6,6798,0.333333333,Ava,misc,pawing,3
04/05/2021,clumsy,235.5666667,7067,239.4,7182,3.833333333,Ava,misc,lateral_approach,3
04/05/2021,clumsy,236.3,7089,239.4,7182,3.1,Ava,time_away,walk_away,3
04/05/2021,clumsy,266.1,7983,296.5,8895,30.4,Ava,trial,4,4
04/05/2021,clumsy,275.2333333,8257,275.6,8268,0.366666667,Ava,misc,pawing,4
04/05/2021,clumsy,279.7,8391,282.4,8472,2.7,Ava,misc,lateral_approach,4
04/05/2021,clumsy,279.8333333,8395,282.4,8472,2.566666667,Ava,time_away,walk_away,4
04/05/2021,clumsy,294.7333333,8842,295.7,8871,0.966666667,Ava,misc,pawing,4
04/05/2021,clumsy,296.1,8883,296.5,8895,0.4,Ava,misc,lateral_approach,4
04/05/2021,teasing,51.23322367,1537,86.06648245,2582,34.83325878,Roxy5,trial,1,1
04/05/2021,teasing,116.3997509,3492,145.6663549,4370,29.26660402,Roxy5,trial,2,2
04/05/2021,teasing,174.9996254,5250,211.0328816,6331,36.03325621,Roxy5,trial,3,3
04/05/2021,teasing,242.0328153,7261,271.9660845,8159,29.93326926,Roxy5,trial,4,4
04/05/2021,clumsy,60.9332733,1828,95.56657251,2867,34.63329921,Roxy5,trial,1,1
04/05/2021,clumsy,61.46660611,1844,69.66659803,2090,8.199991921,Roxy5,sitting_laying_down,sitting_down,1
04/05/2021,clumsy,69.66659803,2090,71.29992975,2139,1.633331724,Roxy5,sitting_laying_down,laying_down,1
04/05/2021,clumsy,71.29992975,2139,72.73326167,2182,1.433331921,Roxy5,sitting_laying_down,sitting_down,1
04/05/2021,clumsy,72.73326167,2182,73.96659379,2219,1.233332118,Roxy5,sitting_laying_down,laying_down,1
04/05/2021,clumsy,73.96659379,2219,76.36659143,2291,2.399997635,Roxy5,sitting_laying_down,sitting_down,1
04/05/2021,clumsy,76.36659143,2291,76.99992414,2310,0.633332709,Roxy5,sitting_laying_down,laying_down,1
04/05/2021,clumsy,76.99992414,2310,77.79992335,2334,0.799999212,Roxy5,sitting_laying_down,sitting_down,1
04/05/2021,clumsy,77.79992335,2334,95.56657251,2867,17.76664916,Roxy5,sitting_laying_down,laying_down,1
04/05/2021,clumsy,134.7998672,4044,169.2664999,5078,34.46663271,Roxy5,trial,2,2
04/05/2021,clumsy,145.1998569,4356,145.8331897,4375,0.633332709,Roxy5,sitting_laying_down,front_down,2
04/05/2021,clumsy,145.8331897,4375,156.6998456,4701,10.86665596,Roxy5,sitting_laying_down,laying_down,2
04/05/2021,clumsy,204.6331317,6139,237.6330992,7129,32.99996749,Roxy5,trial,3,3
04/05/2021,clumsy,212.8664569,6386,214.2997889,6429,1.433331921,Roxy5,sitting_laying_down,front_down,3
04/05/2021,clumsy,214.2997889,6429,220.9331157,6628,6.633326798,Roxy5,sitting_laying_down,laying_down,3
04/05/2021,clumsy,221.966448,6659,222.2664477,6668,0.299999704,Roxy5,sitting_laying_down,front_down,3
04/05/2021,clumsy,222.2664477,6668,227.7997756,6834,5.533327882,Roxy5,sitting_laying_down,laying_down,3
04/05/2021,clumsy,228.399775,6852,230.8664392,6926,2.466664236,Roxy5,sitting_laying_down,front_down,3
04/05/2021,clumsy,230.8664392,6926,237.6330992,7129,6.76666,Roxy5,sitting_laying_down,laying_down,3
04/05/2021,clumsy,273.4330639,8203,308.499696,9255,35.06663212,Roxy5,trial,4,4
