"","Subject","trial","Value","Behaviour","sum_duration","X","birth_date","subject","sex","age_years","test.date","age","first_demo","first_condition","first_exp_id","second_demo","second_condition","second_exp_id","unable_experimenter","unwilling_experimenter","condition","block"
"3846","Camillo2",8,"13",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3847","Camillo2",8,"14",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3848","Camillo2",8,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3849","Camillo2",8,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3850","Camillo2",8,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3851","Camillo2",8,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3852","Camillo2",8,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3853","Camillo2",8,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3854","Camillo2",8,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3855","Camillo2",8,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3856","Camillo2",8,"8","trial",30.4833333,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3857","Camillo2",8,"9",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3858","Camillo2",8,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3859","Camillo2",8,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3860","Camillo2",8,"rest",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3861","Camillo2",8,"pawing",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3862","Camillo2",8,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3863","Camillo2",8,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3864","Camillo2",8,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",2
"3865","Camillo2",9,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3866","Camillo2",9,"10",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3867","Camillo2",9,"11",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3868","Camillo2",9,"12",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3869","Camillo2",9,"13",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3870","Camillo2",9,"14",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3871","Camillo2",9,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3872","Camillo2",9,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3873","Camillo2",9,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3874","Camillo2",9,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3875","Camillo2",9,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3876","Camillo2",9,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3877","Camillo2",9,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3878","Camillo2",9,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3879","Camillo2",9,"8",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3880","Camillo2",9,"9","trial",27.55,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3881","Camillo2",9,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3882","Camillo2",9,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3883","Camillo2",9,"rest","sitting_laying_down",16.8666667,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3884","Camillo2",9,"pawing","misc",6.3333333,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3885","Camillo2",9,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3886","Camillo2",9,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3887","Camillo2",9,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3888","Camillo2",10,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3889","Camillo2",10,"10","trial",28.6833333,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3890","Camillo2",10,"11",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3891","Camillo2",10,"12",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3892","Camillo2",10,"13",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3893","Camillo2",10,"14",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3894","Camillo2",10,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3895","Camillo2",10,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3896","Camillo2",10,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3897","Camillo2",10,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3898","Camillo2",10,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3899","Camillo2",10,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3900","Camillo2",10,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3901","Camillo2",10,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3902","Camillo2",10,"8",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3903","Camillo2",10,"9",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3904","Camillo2",10,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3905","Camillo2",10,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3906","Camillo2",10,"rest","sitting_laying_down",11.2666666,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3907","Camillo2",10,"pawing","misc",7.6833332,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3908","Camillo2",10,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3909","Camillo2",10,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3910","Camillo2",10,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3911","Camillo2",11,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3912","Camillo2",11,"10",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3913","Camillo2",11,"11","trial",28.4833333,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3914","Camillo2",11,"12",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3915","Camillo2",11,"13",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3916","Camillo2",11,"14",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3917","Camillo2",11,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3918","Camillo2",11,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3919","Camillo2",11,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3920","Camillo2",11,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3921","Camillo2",11,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3922","Camillo2",11,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3923","Camillo2",11,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3924","Camillo2",11,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3925","Camillo2",11,"8",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3926","Camillo2",11,"9",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3927","Camillo2",11,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3928","Camillo2",11,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3929","Camillo2",11,"rest","sitting_laying_down",13.0333333,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3930","Camillo2",11,"pawing","misc",7.5333334,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3931","Camillo2",11,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3932","Camillo2",11,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3933","Camillo2",11,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3934","Camillo2",12,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3935","Camillo2",12,"10",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3936","Camillo2",12,"11",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3937","Camillo2",12,"12","trial",28.9,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3938","Camillo2",12,"13",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3939","Camillo2",12,"14",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3940","Camillo2",12,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3941","Camillo2",12,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3942","Camillo2",12,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3943","Camillo2",12,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3944","Camillo2",12,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3945","Camillo2",12,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3946","Camillo2",12,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3947","Camillo2",12,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3948","Camillo2",12,"8",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3949","Camillo2",12,"9",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3950","Camillo2",12,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3951","Camillo2",12,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3952","Camillo2",12,"rest","sitting_laying_down",2.7833334,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3953","Camillo2",12,"pawing","misc",6.0333334,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3954","Camillo2",12,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3955","Camillo2",12,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3956","Camillo2",12,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unwilling",3
"3957","Camillo2",13,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3958","Camillo2",13,"10",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3959","Camillo2",13,"11",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3960","Camillo2",13,"12",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3961","Camillo2",13,"13","trial",28.616666,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3962","Camillo2",13,"14",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3963","Camillo2",13,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3964","Camillo2",13,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3965","Camillo2",13,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3966","Camillo2",13,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3967","Camillo2",13,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3968","Camillo2",13,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3969","Camillo2",13,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3970","Camillo2",13,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3971","Camillo2",13,"8",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3972","Camillo2",13,"9",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3973","Camillo2",13,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3974","Camillo2",13,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3975","Camillo2",13,"rest",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3976","Camillo2",13,"pawing",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3977","Camillo2",13,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3978","Camillo2",13,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3979","Camillo2",13,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3980","Camillo2",14,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3981","Camillo2",14,"10",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3982","Camillo2",14,"11",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3983","Camillo2",14,"12",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3984","Camillo2",14,"13",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3985","Camillo2",14,"14","trial",30.216666,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3986","Camillo2",14,"15",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3987","Camillo2",14,"16",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3988","Camillo2",14,"2",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3989","Camillo2",14,"3",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3990","Camillo2",14,"4",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3991","Camillo2",14,"5",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3992","Camillo2",14,"6",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3993","Camillo2",14,"7",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3994","Camillo2",14,"8",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3995","Camillo2",14,"9",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3996","Camillo2",14,"front_down",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3997","Camillo2",14,"lateral_approach",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3998","Camillo2",14,"rest",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"3999","Camillo2",14,"pawing",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"4000","Camillo2",14,"unable",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"4001","Camillo2",14,"unwilling",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"4002","Camillo2",14,"walk_away",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
"4003","Camillo2",15,"1",NA,0,35,"25.04.2009","subj.35","m",11,"25.11.2021",151,"B_KG","unwilling","KG","A_CF","unable","CF","CF","KG","unable",4
